"Floor Space Completed, Accumulated(10000 sq.m)",Province,Date,Building Type,"Floor Space Sold, Accumulated(10000 sq.m)",Floor Space Completed (10000 sq.m),Floor Space Sold(10000 sq.m),Proportion
130.84,Sichuan,2020/04,Commercialized Residential Buildings Sold,2602.42,36.5,762.3,0.047881412
165.32,Sichuan,2020/05,Commercialized Residential Buildings Sold,3545.82,34.48,943.4,0.036548654
219.84,Sichuan,2020/06,Commercialized Residential Buildings Sold,4816.61,54.52,1270.79,0.042902447
252.28,Sichuan,2020/07,Commercialized Residential Buildings Sold,5663.29,32.44,846.68,0.038314357
292.66,Sichuan,2020/08,Commercialized Residential Buildings Sold,6515.02,40.38,851.73,0.04740939
337.11,Sichuan,2020/09,Commercialized Residential Buildings Sold,7685.45,44.45,1170.43,0.037977495
364.5,Sichuan,2020/10,Commercialized Residential Buildings Sold,8568.59,27.39,883.14,0.031014335
404.82,Sichuan,2020/11,Commercialized Residential Buildings Sold,9480.8,40.32,912.21,0.044200349
468.08,Sichuan,2020/12,Commercialized Residential Buildings Sold,10902.37,63.26,1421.57,0.044500095
,Sichuan,2021/01,Commercialized Residential Buildings Sold,,,,
79.34,Sichuan,2021/02,Commercialized Residential Buildings Sold,1441.12,,,
141.16,Sichuan,2021/03,Commercialized Residential Buildings Sold,2723.98,61.82,1282.86,0.048189202
170.97,Sichuan,2021/04,Commercialized Residential Buildings Sold,3581,29.81,857.02,0.034783319
208.46,Sichuan,2021/05,Commercialized Residential Buildings Sold,4567.26,37.49,986.26,0.038012289
264.77,Sichuan,2021/06,Commercialized Residential Buildings Sold,5822.77,56.31,1255.51,0.0448503
283,Sichuan,2021/07,Commercialized Residential Buildings Sold,6500.07,18.23,677.3,0.026915695
304.11,Sichuan,2021/08,Commercialized Residential Buildings Sold,7275.98,21.11,775.91,0.027206764
335.17,Sichuan,2021/09,Commercialized Residential Buildings Sold,8215.09,31.06,939.11,0.033073868
363.53,Sichuan,2021/10,Commercialized Residential Buildings Sold,8932.42,28.36,717.33,0.0395355
392.73,Sichuan,2021/11,Commercialized Residential Buildings Sold,9779.35,29.2,846.93,0.034477466
447.44,Sichuan,2021/12,Commercialized Residential Buildings Sold,10912.14,54.71,1132.79,0.048296683
,Sichuan,2022/01,Commercialized Residential Buildings Sold,,,,
89.96,Sichuan,2022/02,Commercialized Residential Buildings Sold,1354.78,,,
156.31,Sichuan,2022/03,Commercialized Residential Buildings Sold,2372.23,66.35,1017.45,0.06521205
193.81,Sichuan,2022/04,Commercialized Residential Buildings Sold,2922.28,37.5,550.05,0.06817562
242.63,Sichuan,2022/05,Commercialized Residential Buildings Sold,3512.6,48.82,590.32,0.082700908
285.58,Sichuan,2022/06,Commercialized Residential Buildings Sold,4317.75,42.95,805.15,0.053344097
302.79,Sichuan,2022/07,Commercialized Residential Buildings Sold,4725.62,17.21,407.87,0.042194817
321.8,Sichuan,2022/08,Commercialized Residential Buildings Sold,5204,19.01,478.38,0.039738283
4.99,Tianjin,2020/02,Commercialized Buildings Sold,55.73,,,
12.29,Tianjin,2020/03,Commercialized Buildings Sold,130.61,7.3,74.88,0.097489316
28.89,Tianjin,2020/04,Commercialized Buildings Sold,255.8,16.6,125.19,0.13259845
42.78,Tianjin,2020/05,Commercialized Buildings Sold,375.23,13.89,119.43,0.116302437
65.29,Tianjin,2020/06,Commercialized Buildings Sold,540.22,22.51,164.99,0.136432511
84.17,Tianjin,2020/07,Commercialized Buildings Sold,660.87,18.88,120.65,0.156485702
104.44,Tianjin,2020/08,Commercialized Buildings Sold,791.07,20.27,130.2,0.155683564
135.75,Tianjin,2020/09,Commercialized Buildings Sold,921.27,31.31,130.2,0.24047619
151.68,Tianjin,2020/10,Commercialized Buildings Sold,1036.34,15.93,115.07,0.138437473
174.87,Tianjin,2020/11,Commercialized Buildings Sold,1173.81,23.19,137.47,0.168691351
201.12,Tianjin,2020/12,Commercialized Buildings Sold,1306.96,26.25,133.15,0.197146076
,Tianjin,2021/01,Commercialized Buildings Sold,,,,
28.7,Tianjin,2021/02,Commercialized Buildings Sold,111.34,,,
50.29,Tianjin,2021/03,Commercialized Buildings Sold,254.81,21.59,143.47,0.150484422
75.42,Tianjin,2021/04,Commercialized Buildings Sold,387.57,25.13,132.76,0.189288942
99.06,Tianjin,2021/05,Commercialized Buildings Sold,529.02,23.64,141.45,0.167126193
168.29,Tianjin,2021/06,Commercialized Buildings Sold,714.12,69.23,185.1,0.374014046
196.05,Tianjin,2021/07,Commercialized Buildings Sold,832.35,27.76,118.23,0.234796583
219.29,Tianjin,2021/08,Commercialized Buildings Sold,963.95,23.24,131.6,0.176595745
251.32,Tianjin,2021/09,Commercialized Buildings Sold,1069.43,32.03,105.48,0.303659462
296.26,Tianjin,2021/10,Commercialized Buildings Sold,1183.24,44.94,113.81,0.394868641
339.59,Tianjin,2021/11,Commercialized Buildings Sold,1301.22,43.33,117.98,0.367265638
388.96,Tianjin,2021/12,Commercialized Buildings Sold,1435.42,49.37,134.2,0.367883756
,Tianjin,2022/01,Commercialized Buildings Sold,,,,
37.99,Tianjin,2022/02,Commercialized Buildings Sold,90.7,,,
65.93,Tianjin,2022/03,Commercialized Buildings Sold,178.37,27.94,87.67,0.318695107
90.11,Tianjin,2022/04,Commercialized Buildings Sold,249.91,24.18,71.54,0.337992731
108.19,Tianjin,2022/05,Commercialized Buildings Sold,313.56,18.08,63.65,0.284053417
162.92,Tianjin,2022/06,Commercialized Buildings Sold,447.81,54.73,134.25,0.407672253
188.33,Tianjin,2022/07,Commercialized Buildings Sold,527.38,25.41,79.57,0.31934146
215.58,Tianjin,2022/08,Commercialized Buildings Sold,604.88,27.25,77.5,0.351612903
4.24,Tianjin,2020/02,Commercialized Residential Buildings Sold,53.82,,,
10.35,Tianjin,2020/03,Commercialized Residential Buildings Sold,124.54,6.11,70.72,0.086397059
25.3,Tianjin,2020/04,Commercialized Residential Buildings Sold,245.83,14.95,121.29,0.123258307
33.75,Tianjin,2020/05,Commercialized Residential Buildings Sold,355.28,8.45,109.45,0.077204203
51.69,Tianjin,2020/06,Commercialized Residential Buildings Sold,505.78,17.94,150.5,0.119202658
61.84,Tianjin,2020/07,Commercialized Residential Buildings Sold,612.19,10.15,106.41,0.095385772
79.34,Tianjin,2020/08,Commercialized Residential Buildings Sold,734.5,17.5,122.31,0.143079061
108.07,Tianjin,2020/09,Commercialized Residential Buildings Sold,857.99,28.73,123.49,0.232650417
121.25,Tianjin,2020/10,Commercialized Residential Buildings Sold,966.25,13.18,108.26,0.12174395
142.54,Tianjin,2020/11,Commercialized Residential Buildings Sold,1097.33,21.29,131.08,0.162419896
163.44,Tianjin,2020/12,Commercialized Residential Buildings Sold,1220.74,20.9,123.41,0.169354185
,Tianjin,2021/01,Commercialized Residential Buildings Sold,,,,
18.66,Tianjin,2021/02,Commercialized Residential Buildings Sold,97.11,,,
38.78,Tianjin,2021/03,Commercialized Residential Buildings Sold,235.84,20.12,138.73,0.145029914
58.9,Tianjin,2021/04,Commercialized Residential Buildings Sold,360.45,20.12,124.61,0.161463767
77.13,Tianjin,2021/05,Commercialized Residential Buildings Sold,494.05,18.23,133.6,0.136452096
135.94,Tianjin,2021/06,Commercialized Residential Buildings Sold,660.22,58.81,166.17,0.353914666
159.66,Tianjin,2021/07,Commercialized Residential Buildings Sold,776.4,23.72,116.18,0.204165949
177.05,Tianjin,2021/08,Commercialized Residential Buildings Sold,897.89,17.39,121.49,0.143139353
203.5,Tianjin,2021/09,Commercialized Residential Buildings Sold,995.24,26.45,97.35,0.271700051
244.38,Tianjin,2021/10,Commercialized Residential Buildings Sold,1102.77,40.88,107.53,0.380172975
281.41,Tianjin,2021/11,Commercialized Residential Buildings Sold,1209.22,37.03,106.45,0.347862846
325.33,Tianjin,2021/12,Commercialized Residential Buildings Sold,1333.97,43.92,124.75,0.352064128
,Tianjin,2022/01,Commercialized Residential Buildings Sold,,,,
33.53,Tianjin,2022/02,Commercialized Residential Buildings Sold,84.05,,,
49.43,Tianjin,2022/03,Commercialized Residential Buildings Sold,149.5,15.9,65.45,0.242933537
67.38,Tianjin,2022/04,Commercialized Residential Buildings Sold,212.61,17.95,63.11,0.284424022
82.44,Tianjin,2022/05,Commercialized Residential Buildings Sold,271.76,15.06,59.15,0.254606932
135.3,Tianjin,2022/06,Commercialized Residential Buildings Sold,400.77,52.86,129.01,0.409735679
157,Tianjin,2022/07,Commercialized Residential Buildings Sold,474.58,21.7,73.81,0.293998103
181.27,Tianjin,2022/08,Commercialized Residential Buildings Sold,547.8,24.27,73.22,0.331466812
,Tibet,2020/02,Commercialized Buildings Sold,0.13,,,
0.52,Tibet,2020/03,Commercialized Buildings Sold,4.51,,4.38,
1.14,Tibet,2020/04,Commercialized Buildings Sold,15.5,0.62,10.99,0.056414923
2.69,Tibet,2020/05,Commercialized Buildings Sold,26.71,1.55,11.21,0.138269402
4.04,Tibet,2020/06,Commercialized Buildings Sold,42.7,1.35,15.99,0.084427767
4.97,Tibet,2020/07,Commercialized Buildings Sold,55.71,0.93,13.01,0.071483474
5.74,Tibet,2020/08,Commercialized Buildings Sold,58.79,0.77,3.08,0.25
7.32,Tibet,2020/09,Commercialized Buildings Sold,69.91,1.58,11.12,0.142086331
8.64,Tibet,2020/10,Commercialized Buildings Sold,76.42,1.32,6.51,0.202764977
10,Tibet,2020/11,Commercialized Buildings Sold,81.48,1.36,5.06,0.268774704
10.9,Tibet,2020/12,Commercialized Buildings Sold,93.26,0.9,11.78,0.076400679
,Tibet,2021/01,Commercialized Buildings Sold,,,,
1.18,Tibet,2021/02,Commercialized Buildings Sold,8.47,,,
2.12,Tibet,2021/03,Commercialized Buildings Sold,19.31,0.94,10.84,0.086715867
3.24,Tibet,2021/04,Commercialized Buildings Sold,26.93,1.12,7.62,0.146981627
4.4,Tibet,2021/05,Commercialized Buildings Sold,38.3,1.16,11.37,0.102022867
5.57,Tibet,2021/06,Commercialized Buildings Sold,52.61,1.17,14.31,0.081761006
6.96,Tibet,2021/07,Commercialized Buildings Sold,70.06,1.39,17.45,0.07965616
9.91,Tibet,2021/08,Commercialized Buildings Sold,103,2.95,32.94,0.08955677
16.46,Tibet,2021/09,Commercialized Buildings Sold,115.18,6.55,12.18,0.537766831
21.57,Tibet,2021/10,Commercialized Buildings Sold,130.92,5.11,15.74,0.324650572
21.85,Tibet,2021/11,Commercialized Buildings Sold,136.2,0.28,5.28,0.053030303
21.83,Tibet,2021/12,Commercialized Buildings Sold,140.81,,4.61,
,Tibet,2022/01,Commercialized Buildings Sold,,,,
0.4,Tibet,2022/02,Commercialized Buildings Sold,1.92,,,
2.19,Tibet,2022/03,Commercialized Buildings Sold,7.43,1.79,5.51,0.324863884
3.17,Tibet,2022/04,Commercialized Buildings Sold,12.31,0.98,4.88,0.200819672
4.25,Tibet,2022/05,Commercialized Buildings Sold,25.45,1.08,13.14,0.082191781
11.19,Tibet,2022/06,Commercialized Buildings Sold,41.2,6.94,15.75,0.440634921
13.84,Tibet,2022/07,Commercialized Buildings Sold,48.22,2.65,7.02,0.377492877
13.88,Tibet,2022/08,Commercialized Buildings Sold,49.02,0.04,0.8,0.05
,Tibet,2020/02,Commercialized Residential Buildings Sold,0.11,,,
0.48,Tibet,2020/03,Commercialized Residential Buildings Sold,4.1,,3.99,
0.87,Tibet,2020/04,Commercialized Residential Buildings Sold,14.43,0.39,10.33,0.037754114
2.18,Tibet,2020/05,Commercialized Residential Buildings Sold,24.76,1.31,10.33,0.126815102
2.06,Tibet,2020/06,Commercialized Residential Buildings Sold,38.56,,13.8,
2.82,Tibet,2020/07,Commercialized Residential Buildings Sold,50.4,0.76,11.84,0.064189189
3.52,Tibet,2020/08,Commercialized Residential Buildings Sold,52.36,0.7,1.96,0.357142857
4.7,Tibet,2020/09,Commercialized Residential Buildings Sold,61.58,1.18,9.22,0.127982646
6.02,Tibet,2020/10,Commercialized Residential Buildings Sold,66.4,1.32,4.82,0.273858921
7.38,Tibet,2020/11,Commercialized Residential Buildings Sold,71.49,1.36,5.09,0.26719057
8.24,Tibet,2020/12,Commercialized Residential Buildings Sold,81.62,0.86,10.13,0.084896347
,Tibet,2021/01,Commercialized Residential Buildings Sold,,,,
1.18,Tibet,2021/02,Commercialized Residential Buildings Sold,7.12,,,
1.91,Tibet,2021/03,Commercialized Residential Buildings Sold,17.41,0.73,10.29,0.070942663
2.2,Tibet,2021/04,Commercialized Residential Buildings Sold,23.7,0.29,6.29,0.046104928
2.25,Tibet,2021/05,Commercialized Residential Buildings Sold,32.66,0.05,8.96,0.005580357
2.47,Tibet,2021/06,Commercialized Residential Buildings Sold,44.81,0.22,12.15,0.018106996
3.49,Tibet,2021/07,Commercialized Residential Buildings Sold,59.14,1.02,14.33,0.071179344
5,Tibet,2021/08,Commercialized Residential Buildings Sold,86.22,1.51,27.08,0.055760709
5.71,Tibet,2021/09,Commercialized Residential Buildings Sold,93.48,0.71,7.26,0.097796143
10.63,Tibet,2021/10,Commercialized Residential Buildings Sold,108.1,4.92,14.62,0.336525308
10.74,Tibet,2021/11,Commercialized Residential Buildings Sold,112.56,0.11,4.46,0.024663677
10.67,Tibet,2021/12,Commercialized Residential Buildings Sold,115.5,,2.94,
,Tibet,2022/01,Commercialized Residential Buildings Sold,,,,
0.29,Tibet,2022/02,Commercialized Residential Buildings Sold,1.65,,,
1.98,Tibet,2022/03,Commercialized Residential Buildings Sold,6.83,1.69,5.18,0.326254826
2.91,Tibet,2022/04,Commercialized Residential Buildings Sold,11.23,0.93,4.4,0.211363636
3.87,Tibet,2022/05,Commercialized Residential Buildings Sold,23.93,0.96,12.7,0.075590551
10.43,Tibet,2022/06,Commercialized Residential Buildings Sold,38.53,6.56,14.6,0.449315068
11.35,Tibet,2022/07,Commercialized Residential Buildings Sold,43.48,0.92,4.95,0.185858586
11.36,Tibet,2022/08,Commercialized Residential Buildings Sold,44.21,0.01,0.73,0.01369863
3,Xinjiang,2020/02,Commercialized Buildings Sold,15.5,3,15.5,0.193548387
28.77,Xinjiang,2020/03,Commercialized Buildings Sold,171.13,25.77,155.63,0.165585041
44.53,Xinjiang,2020/04,Commercialized Buildings Sold,278.32,15.76,107.19,0.147028641
75.23,Xinjiang,2020/05,Commercialized Buildings Sold,440.73,30.7,162.41,0.189027769
102.35,Xinjiang,2020/06,Commercialized Buildings Sold,672.4,27.12,231.67,0.117063064
116.86,Xinjiang,2020/07,Commercialized Buildings Sold,826.06,14.51,153.66,0.094429259
122.82,Xinjiang,2020/08,Commercialized Buildings Sold,908.62,5.96,82.56,0.072189922
140.57,Xinjiang,2020/09,Commercialized Buildings Sold,1089.89,17.75,181.27,0.097920229
161.94,Xinjiang,2020/10,Commercialized Buildings Sold,1344.75,21.37,254.86,0.083849957
195.64,Xinjiang,2020/11,Commercialized Buildings Sold,1650.79,33.7,306.04,0.110116325
241.13,Xinjiang,2020/12,Commercialized Buildings Sold,1963.69,45.49,312.9,0.145381911
,Xinjiang,2021/01,Commercialized Buildings Sold,,,,
18.08,Xinjiang,2021/02,Commercialized Buildings Sold,147.26,,,
36.4,Xinjiang,2021/03,Commercialized Buildings Sold,326.68,18.32,179.42,0.102106789
56.17,Xinjiang,2021/04,Commercialized Buildings Sold,487.96,19.77,161.28,0.122581845
85.48,Xinjiang,2021/05,Commercialized Buildings Sold,711.92,29.31,223.96,0.130871584
115.58,Xinjiang,2021/06,Commercialized Buildings Sold,1019.78,30.1,307.86,0.097771714
135.94,Xinjiang,2021/07,Commercialized Buildings Sold,1246.38,20.36,226.6,0.089849956
153.26,Xinjiang,2021/08,Commercialized Buildings Sold,1466.47,17.32,220.09,0.078695079
174.4,Xinjiang,2021/09,Commercialized Buildings Sold,1693.84,21.14,227.37,0.092976206
197.63,Xinjiang,2021/10,Commercialized Buildings Sold,1921.09,23.23,227.25,0.102222222
228.35,Xinjiang,2021/11,Commercialized Buildings Sold,2147.55,30.72,226.46,0.135653095
259.07,Xinjiang,2021/12,Commercialized Buildings Sold,2398.61,30.72,251.06,0.122361189
,Xinjiang,2022/01,Commercialized Buildings Sold,,,,
30.88,Xinjiang,2022/02,Commercialized Buildings Sold,188.27,,,
58.33,Xinjiang,2022/03,Commercialized Buildings Sold,379.69,27.45,191.42,0.143401943
78.8,Xinjiang,2022/04,Commercialized Buildings Sold,543.45,20.47,163.76,0.125
107.83,Xinjiang,2022/05,Commercialized Buildings Sold,698.19,29.03,154.74,0.187605015
163.78,Xinjiang,2022/06,Commercialized Buildings Sold,972.35,55.95,274.16,0.204077911
191.62,Xinjiang,2022/07,Commercialized Buildings Sold,1151.09,27.84,178.74,0.155756965
204.59,Xinjiang,2022/08,Commercialized Buildings Sold,1230.97,12.97,79.88,0.162368553
2.74,Xinjiang,2020/02,Commercialized Residential Buildings Sold,13.79,2.74,13.79,0.198694706
23.04,Xinjiang,2020/03,Commercialized Residential Buildings Sold,154.43,20.3,140.64,0.144340159
34.9,Xinjiang,2020/04,Commercialized Residential Buildings Sold,246.15,11.86,91.72,0.129306585
55.05,Xinjiang,2020/05,Commercialized Residential Buildings Sold,385.19,20.15,139.04,0.144922325
73.58,Xinjiang,2020/06,Commercialized Residential Buildings Sold,598.53,18.53,213.34,0.086856661
86.85,Xinjiang,2020/07,Commercialized Residential Buildings Sold,742.53,13.27,144,0.092152778
90.91,Xinjiang,2020/08,Commercialized Residential Buildings Sold,819.13,4.06,76.6,0.053002611
103.54,Xinjiang,2020/09,Commercialized Residential Buildings Sold,985.19,12.63,166.06,0.076056847
120.02,Xinjiang,2020/10,Commercialized Residential Buildings Sold,1226.31,16.48,241.12,0.068347711
141.62,Xinjiang,2020/11,Commercialized Residential Buildings Sold,1499.33,21.6,273.02,0.079115083
177.65,Xinjiang,2020/12,Commercialized Residential Buildings Sold,1773.61,36.03,274.28,0.131362112
,Xinjiang,2021/01,Commercialized Residential Buildings Sold,,,,
12.54,Xinjiang,2021/02,Commercialized Residential Buildings Sold,135.19,,,
27.3,Xinjiang,2021/03,Commercialized Residential Buildings Sold,303.31,14.76,168.12,0.087794433
42.35,Xinjiang,2021/04,Commercialized Residential Buildings Sold,452.8,15.05,149.49,0.10067563
66.11,Xinjiang,2021/05,Commercialized Residential Buildings Sold,657.35,23.76,204.55,0.116157419
90.61,Xinjiang,2021/06,Commercialized Residential Buildings Sold,946.91,24.5,289.56,0.084611134
107.25,Xinjiang,2021/07,Commercialized Residential Buildings Sold,1160.07,16.64,213.16,0.078063427
121.48,Xinjiang,2021/08,Commercialized Residential Buildings Sold,1367.46,14.23,207.39,0.068614687
137.55,Xinjiang,2021/09,Commercialized Residential Buildings Sold,1576.46,16.07,209,0.076889952
152.81,Xinjiang,2021/10,Commercialized Residential Buildings Sold,1783.38,15.26,206.92,0.073748309
174.3,Xinjiang,2021/11,Commercialized Residential Buildings Sold,1979.86,21.49,196.48,0.109375
193.99,Xinjiang,2021/12,Commercialized Residential Buildings Sold,2199.49,19.69,219.63,0.089650776
,Xinjiang,2022/01,Commercialized Residential Buildings Sold,,,,
25.9,Xinjiang,2022/02,Commercialized Residential Buildings Sold,172,,,
49.95,Xinjiang,2022/03,Commercialized Residential Buildings Sold,349.72,24.05,177.72,0.135325231
65.72,Xinjiang,2022/04,Commercialized Residential Buildings Sold,497.62,15.77,147.9,0.106626099
88.15,Xinjiang,2022/05,Commercialized Residential Buildings Sold,636.37,22.43,138.75,0.161657658
138.69,Xinjiang,2022/06,Commercialized Residential Buildings Sold,891.56,50.54,255.19,0.198048513
160.12,Xinjiang,2022/07,Commercialized Residential Buildings Sold,1057.38,21.43,165.82,0.129236522
171.03,Xinjiang,2022/08,Commercialized Residential Buildings Sold,1129.66,10.91,72.28,0.150940786
38.7,Yunnan,2020/02,Commercialized Buildings Sold,297.72,24.82,248.7,0.099798955
73.38,Yunnan,2020/03,Commercialized Buildings Sold,698.8,34.68,401.08,0.08646654
95.9,Yunnan,2020/04,Commercialized Buildings Sold,985.39,22.52,286.59,0.078579155
129.89,Yunnan,2020/05,Commercialized Buildings Sold,1404.83,33.99,419.44,0.08103662
161.56,Yunnan,2020/06,Commercialized Buildings Sold,1870.96,31.67,466.13,0.067942419
197.26,Yunnan,2020/07,Commercialized Buildings Sold,2269.08,35.7,398.12,0.089671456
234.51,Yunnan,2020/08,Commercialized Buildings Sold,2739,37.25,469.92,0.079268812
266.36,Yunnan,2020/09,Commercialized Buildings Sold,3221.69,31.85,482.69,0.065984379
294.62,Yunnan,2020/10,Commercialized Buildings Sold,3668.11,28.26,446.42,0.063303615
348.16,Yunnan,2020/11,Commercialized Buildings Sold,4186.82,53.54,518.71,0.103217598
414.98,Yunnan,2020/12,Commercialized Buildings Sold,4857.26,66.82,670.44,0.099665891
,Yunnan,2021/01,Commercialized Buildings Sold,,,,
58.81,Yunnan,2021/02,Commercialized Buildings Sold,498.66,,,
98.59,Yunnan,2021/03,Commercialized Buildings Sold,926.47,39.78,427.81,0.092985204
134.37,Yunnan,2021/04,Commercialized Buildings Sold,1241.08,35.78,314.61,0.113728108
171.58,Yunnan,2021/05,Commercialized Buildings Sold,1592.29,37.21,351.21,0.105948008
204.27,Yunnan,2021/06,Commercialized Buildings Sold,2022.1,32.69,429.81,0.076056862
246.36,Yunnan,2021/07,Commercialized Buildings Sold,2318.42,42.09,296.32,0.142042387
282.25,Yunnan,2021/08,Commercialized Buildings Sold,2602.91,35.89,284.49,0.126155577
314.97,Yunnan,2021/09,Commercialized Buildings Sold,2886.1,32.72,283.19,0.115540803
346.35,Yunnan,2021/10,Commercialized Buildings Sold,3147.02,31.38,260.92,0.120266748
388.46,Yunnan,2021/11,Commercialized Buildings Sold,3465.15,42.11,318.13,0.132367271
472.71,Yunnan,2021/12,Commercialized Buildings Sold,3880.84,84.25,415.69,0.20267507
,Yunnan,2022/01,Commercialized Buildings Sold,,,,
74.82,Yunnan,2022/02,Commercialized Buildings Sold,372.82,,,
129.04,Yunnan,2022/03,Commercialized Buildings Sold,692.84,54.22,320.02,0.169426911
160.34,Yunnan,2022/04,Commercialized Buildings Sold,895.38,31.3,202.54,0.154537375
209.64,Yunnan,2022/05,Commercialized Buildings Sold,1133.44,49.3,238.06,0.207090649
279.96,Yunnan,2022/06,Commercialized Buildings Sold,1436.63,70.32,303.19,0.231933771
320,Yunnan,2022/07,Commercialized Buildings Sold,1671.07,40.04,234.44,0.170789968
359.97,Yunnan,2022/08,Commercialized Buildings Sold,1912.53,39.97,241.46,0.165534664
24.16,Yunnan,2020/02,Commercialized Residential Buildings Sold,260.2,12.8,215.99,0.059262003
49.95,Yunnan,2020/03,Commercialized Residential Buildings Sold,622.14,25.79,361.94,0.071254904
66.81,Yunnan,2020/04,Commercialized Residential Buildings Sold,874.81,16.86,252.67,0.066727352
91.72,Yunnan,2020/05,Commercialized Residential Buildings Sold,1226.24,24.91,351.43,0.070881826
113.56,Yunnan,2020/06,Commercialized Residential Buildings Sold,1628.42,21.84,402.18,0.054304043
139.32,Yunnan,2020/07,Commercialized Residential Buildings Sold,1974.18,25.76,345.76,0.074502545
164.84,Yunnan,2020/08,Commercialized Residential Buildings Sold,2387.71,25.52,413.53,0.061712572
187.01,Yunnan,2020/09,Commercialized Residential Buildings Sold,2812.73,22.17,425.02,0.052162251
202.01,Yunnan,2020/10,Commercialized Residential Buildings Sold,3194,15,381.27,0.039342198
239.86,Yunnan,2020/11,Commercialized Residential Buildings Sold,3629.91,37.85,435.91,0.08682985
285.15,Yunnan,2020/12,Commercialized Residential Buildings Sold,4175.88,45.29,545.97,0.082953276
,Yunnan,2021/01,Commercialized Residential Buildings Sold,,,,
41.87,Yunnan,2021/02,Commercialized Residential Buildings Sold,428.84,,,
69.65,Yunnan,2021/03,Commercialized Residential Buildings Sold,796.11,27.78,367.27,0.075639176
93.81,Yunnan,2021/04,Commercialized Residential Buildings Sold,1060.01,24.16,263.9,0.091549829
117.02,Yunnan,2021/05,Commercialized Residential Buildings Sold,1361.82,23.21,301.81,0.076902687
141.52,Yunnan,2021/06,Commercialized Residential Buildings Sold,1731.16,24.5,369.34,0.066334543
165.74,Yunnan,2021/07,Commercialized Residential Buildings Sold,1973.62,24.22,242.46,0.099892766
186.43,Yunnan,2021/08,Commercialized Residential Buildings Sold,2207.36,20.69,233.74,0.088517156
206.21,Yunnan,2021/09,Commercialized Residential Buildings Sold,2429.36,19.78,222,0.089099099
225.21,Yunnan,2021/10,Commercialized Residential Buildings Sold,2641.21,19,211.85,0.089686099
243.73,Yunnan,2021/11,Commercialized Residential Buildings Sold,2881.8,18.52,240.59,0.07697743
301.61,Yunnan,2021/12,Commercialized Residential Buildings Sold,3208.6,57.88,326.8,0.177111383
,Yunnan,2022/01,Commercialized Residential Buildings Sold,,,,
61.48,Yunnan,2022/02,Commercialized Residential Buildings Sold,326.81,,,
101.19,Yunnan,2022/03,Commercialized Residential Buildings Sold,596.51,39.71,269.7,0.147237671
122.97,Yunnan,2022/04,Commercialized Residential Buildings Sold,768.07,21.78,171.56,0.12695267
148.95,Yunnan,2022/05,Commercialized Residential Buildings Sold,957.4,25.98,189.33,0.137220726
190.7,Yunnan,2022/06,Commercialized Residential Buildings Sold,1205.3,41.75,247.9,0.168414683
219.62,Yunnan,2022/07,Commercialized Residential Buildings Sold,1404.8,28.92,199.5,0.144962406
248.87,Yunnan,2022/08,Commercialized Residential Buildings Sold,1614.48,29.25,209.68,0.139498283
47.53,Zhejiang,2020/02,Commercialized Buildings Sold,521.63,,,
144.33,Zhejiang,2020/03,Commercialized Buildings Sold,1346.7,96.8,825.07,0.117323379
215.26,Zhejiang,2020/04,Commercialized Buildings Sold,2149.34,70.93,802.64,0.088370876
320.17,Zhejiang,2020/05,Commercialized Buildings Sold,3168.49,104.91,1019.15,0.102938723
400.27,Zhejiang,2020/06,Commercialized Buildings Sold,4547.35,80.1,1378.86,0.058091467
480.5,Zhejiang,2020/07,Commercialized Buildings Sold,5425.03,80.23,877.68,0.091411448
538.58,Zhejiang,2020/08,Commercialized Buildings Sold,6252.8,58.08,827.77,0.070164418
616.91,Zhejiang,2020/09,Commercialized Buildings Sold,7177.52,78.33,924.72,0.084706722
653.63,Zhejiang,2020/10,Commercialized Buildings Sold,8066.86,36.72,889.34,0.041289046
725.73,Zhejiang,2020/11,Commercialized Buildings Sold,9014.08,72.1,947.22,0.076117481
821.11,Zhejiang,2020/12,Commercialized Buildings Sold,10250.3,95.38,1236.22,0.077154552
,Zhejiang,2021/01,Commercialized Buildings Sold,,,,
124.59,Zhejiang,2021/02,Commercialized Buildings Sold,1335.79,,,
221.08,Zhejiang,2021/03,Commercialized Buildings Sold,2600.92,96.49,1265.13,0.076268842
322.91,Zhejiang,2021/04,Commercialized Buildings Sold,3641.39,101.83,1040.47,0.097869232
407,Zhejiang,2021/05,Commercialized Buildings Sold,4732.3,84.09,1090.91,0.077082436
530.63,Zhejiang,2021/06,Commercialized Buildings Sold,6093.71,123.63,1361.41,0.090810263
604.04,Zhejiang,2021/07,Commercialized Buildings Sold,6663.83,73.41,570.12,0.128762366
676.74,Zhejiang,2021/08,Commercialized Buildings Sold,7355.29,72.7,691.46,0.105139849
732.97,Zhejiang,2021/09,Commercialized Buildings Sold,8126.88,56.23,771.59,0.072875491
772,Zhejiang,2021/10,Commercialized Buildings Sold,8677.93,39.03,551.05,0.070828418
827.09,Zhejiang,2021/11,Commercialized Buildings Sold,9315.13,55.09,637.2,0.086456372
915.13,Zhejiang,2021/12,Commercialized Buildings Sold,9990.65,88.04,675.52,0.130329228
,Zhejiang,2022/01,Commercialized Buildings Sold,,,,
124.09,Zhejiang,2022/02,Commercialized Buildings Sold,822.14,,,
230.78,Zhejiang,2022/03,Commercialized Buildings Sold,1626.95,106.69,804.81,0.13256545
