Province,Date,Total Sale accumulate(100 million yuan),Total Sale (100 million yuan),Building Type
Shanxi,2021/04,476.35,184.08,Commercialized Residential Buildings Sold
Shanxi,2021/05,683.99,176.89,Commercialized Buildings Sold
Shanxi,2021/05,639.36,163.01,Commercialized Residential Buildings Sold
Shanxi,2021/06,955.43,271.44,Commercialized Buildings Sold
Shanxi,2021/06,892.91,253.55,Commercialized Residential Buildings Sold
Shanxi,2021/07,1178.35,222.92,Commercialized Buildings Sold
Shanxi,2021/07,1102.71,209.8,Commercialized Residential Buildings Sold
Shanxi,2021/08,1345.78,167.43,Commercialized Buildings Sold
Shanxi,2021/08,1261.92,159.21,Commercialized Residential Buildings Sold
Shanxi,2021/09,1578.06,232.28,Commercialized Buildings Sold
Shanxi,2021/09,1485.98,224.06,Commercialized Residential Buildings Sold
Shanxi,2021/10,1725.11,147.05,Commercialized Buildings Sold
Shanxi,2021/10,1623.28,137.3,Commercialized Residential Buildings Sold
Shanxi,2021/11,1905.81,180.7,Commercialized Buildings Sold
Shanxi,2021/11,1790.2,166.92,Commercialized Residential Buildings Sold
Shanxi,2021/12,2170.91,265.1,Commercialized Buildings Sold
Shanxi,2021/12,2030.1,239.9,Commercialized Residential Buildings Sold
Shanxi,2022/01,,,Commercialized Buildings Sold
Shanxi,2022/01,,,Commercialized Residential Buildings Sold
Shanxi,2022/02,96.44,,Commercialized Buildings Sold
Shanxi,2022/02,89.08,,Commercialized Residential Buildings Sold
Shanxi,2022/03,250.17,153.73,Commercialized Buildings Sold
Shanxi,2022/03,234.64,145.56,Commercialized Residential Buildings Sold
Shanxi,2022/04,354.58,104.41,Commercialized Buildings Sold
Shanxi,2022/04,330.84,96.2,Commercialized Residential Buildings Sold
Shanxi,2022/05,473.06,118.48,Commercialized Buildings Sold
Shanxi,2022/05,441.8,110.96,Commercialized Residential Buildings Sold
Shanxi,2022/06,671,197.94,Commercialized Buildings Sold
Shanxi,2022/06,626.36,184.56,Commercialized Residential Buildings Sold
Shanxi,2022/07,810.63,139.63,Commercialized Buildings Sold
Shanxi,2022/07,759.89,133.53,Commercialized Residential Buildings Sold
Shanxi,2022/08,938.71,128.08,Commercialized Buildings Sold
Shanxi,2022/08,881.9,122.01,Commercialized Residential Buildings Sold
Sichuan,2020/02,592.95,,Commercialized Buildings Sold
Sichuan,2020/02,522.82,,Commercialized Residential Buildings Sold
Sichuan,2020/03,1625.92,1032.97,Commercialized Buildings Sold
Sichuan,2020/03,1392.35,869.53,Commercialized Residential Buildings Sold
Sichuan,2020/04,2344.45,718.53,Commercialized Buildings Sold
Sichuan,2020/04,2018,625.65,Commercialized Residential Buildings Sold
Sichuan,2020/05,3189.6,845.15,Commercialized Buildings Sold
Sichuan,2020/05,2746.02,728.02,Commercialized Residential Buildings Sold
Sichuan,2020/06,4367.81,1178.21,Commercialized Buildings Sold
Sichuan,2020/06,3748.27,1002.25,Commercialized Residential Buildings Sold
Sichuan,2020/07,5211.37,843.56,Commercialized Buildings Sold
Sichuan,2020/07,4478.98,730.71,Commercialized Residential Buildings Sold
Sichuan,2020/08,6050.56,839.19,Commercialized Buildings Sold
Sichuan,2020/08,5198.08,719.1,Commercialized Residential Buildings Sold
Sichuan,2020/09,7138.73,1088.17,Commercialized Buildings Sold
Sichuan,2020/09,6100.47,902.39,Commercialized Residential Buildings Sold
Sichuan,2020/10,7955.95,817.22,Commercialized Buildings Sold
Sichuan,2020/10,6802.91,702.44,Commercialized Residential Buildings Sold
Sichuan,2020/11,8947.63,991.68,Commercialized Buildings Sold
Sichuan,2020/11,7605.37,802.46,Commercialized Residential Buildings Sold
Sichuan,2020/12,10394.25,1446.62,Commercialized Buildings Sold
Sichuan,2020/12,8766.96,1161.59,Commercialized Residential Buildings Sold
Sichuan,2021/01,,,Commercialized Buildings Sold
Sichuan,2021/01,,,Commercialized Residential Buildings Sold
Sichuan,2021/02,1337.61,,Commercialized Buildings Sold
Sichuan,2021/02,1161.05,,Commercialized Residential Buildings Sold
Sichuan,2021/03,2531.19,1193.58,Commercialized Buildings Sold
Sichuan,2021/03,2201.27,1040.22,Commercialized Residential Buildings Sold
Sichuan,2021/04,3366.97,835.78,Commercialized Buildings Sold
Sichuan,2021/04,2924.07,722.8,Commercialized Residential Buildings Sold
Sichuan,2021/05,4362.63,995.66,Commercialized Buildings Sold
Sichuan,2021/05,3796.65,872.58,Commercialized Residential Buildings Sold
Sichuan,2021/06,5533.92,1171.29,Commercialized Buildings Sold
Sichuan,2021/06,4736.89,940.24,Commercialized Residential Buildings Sold
Sichuan,2021/07,6209.13,675.21,Commercialized Buildings Sold
Sichuan,2021/07,5291.99,555.1,Commercialized Residential Buildings Sold
Sichuan,2021/08,6946.77,737.64,Commercialized Buildings Sold
Sichuan,2021/08,5907.26,615.27,Commercialized Residential Buildings Sold
Sichuan,2021/09,7882.29,935.52,Commercialized Buildings Sold
Sichuan,2021/09,6677.43,770.17,Commercialized Residential Buildings Sold
Sichuan,2021/10,8631.99,749.7,Commercialized Buildings Sold
Sichuan,2021/10,7306.93,629.5,Commercialized Residential Buildings Sold
Sichuan,2021/11,9562.42,930.43,Commercialized Buildings Sold
Sichuan,2021/11,8057.61,750.68,Commercialized Residential Buildings Sold
Sichuan,2021/12,10796.73,1234.31,Commercialized Buildings Sold
Sichuan,2021/12,9061.34,1003.73,Commercialized Residential Buildings Sold
Sichuan,2022/01,,,Commercialized Buildings Sold
Sichuan,2022/01,,,Commercialized Residential Buildings Sold
Sichuan,2022/02,1251.59,,Commercialized Buildings Sold
Sichuan,2022/02,1003.54,,Commercialized Residential Buildings Sold
Sichuan,2022/03,2179.95,928.36,Commercialized Buildings Sold
Sichuan,2022/03,1842.33,838.79,Commercialized Residential Buildings Sold
Sichuan,2022/04,2704.39,524.44,Commercialized Buildings Sold
Sichuan,2022/04,2292.11,449.78,Commercialized Residential Buildings Sold
Sichuan,2022/05,3352.04,647.65,Commercialized Buildings Sold
Sichuan,2022/05,2834.99,542.88,Commercialized Residential Buildings Sold
Sichuan,2022/06,4289.73,937.69,Commercialized Buildings Sold
Sichuan,2022/06,3657.41,822.42,Commercialized Residential Buildings Sold
Sichuan,2022/07,4742.1,452.37,Commercialized Buildings Sold
Sichuan,2022/07,4053.56,396.15,Commercialized Residential Buildings Sold
Sichuan,2022/08,5208.3,466.2,Commercialized Buildings Sold
Sichuan,2022/08,4455,401.44,Commercialized Residential Buildings Sold
Tianjin,2020/02,86.19,,Commercialized Buildings Sold
Tianjin,2020/02,82.45,,Commercialized Residential Buildings Sold
Tianjin,2020/03,203.16,116.97,Commercialized Buildings Sold
Tianjin,2020/03,193.26,110.81,Commercialized Residential Buildings Sold
Tianjin,2020/04,377.25,174.09,Commercialized Buildings Sold
Tianjin,2020/04,362.27,169.01,Commercialized Residential Buildings Sold
Tianjin,2020/05,588.21,210.96,Commercialized Buildings Sold
Tianjin,2020/05,558.78,196.51,Commercialized Residential Buildings Sold
Tianjin,2020/06,863.51,275.3,Commercialized Buildings Sold
Tianjin,2020/06,818.13,259.35,Commercialized Residential Buildings Sold
Tianjin,2020/07,1053.35,189.84,Commercialized Buildings Sold
Tianjin,2020/07,992.59,174.46,Commercialized Residential Buildings Sold
Tianjin,2020/08,1262.98,209.63,Commercialized Buildings Sold
Tianjin,2020/08,1189.29,196.7,Commercialized Residential Buildings Sold
Tianjin,2020/09,1475.98,213,Commercialized Buildings Sold
Tianjin,2020/09,1394.55,205.26,Commercialized Residential Buildings Sold
Tianjin,2020/10,1668.37,192.39,Commercialized Buildings Sold
Tianjin,2020/10,1578.06,183.51,Commercialized Residential Buildings Sold
Tianjin,2020/11,1881.39,213.02,Commercialized Buildings Sold
Tianjin,2020/11,1782.6,204.54,Commercialized Residential Buildings Sold
Tianjin,2020/12,2113.61,232.22,Commercialized Buildings Sold
Tianjin,2020/12,2000.98,218.38,Commercialized Residential Buildings Sold
Tianjin,2021/01,,,Commercialized Buildings Sold
Tianjin,2021/01,,,Commercialized Residential Buildings Sold
Tianjin,2021/02,193.27,,Commercialized Buildings Sold
Tianjin,2021/02,166.7,,Commercialized Residential Buildings Sold
Tianjin,2021/03,422.73,229.46,Commercialized Buildings Sold
Tianjin,2021/03,389.04,222.34,Commercialized Residential Buildings Sold
Tianjin,2021/04,649.15,226.42,Commercialized Buildings Sold
Tianjin,2021/04,606.51,217.47,Commercialized Residential Buildings Sold
Tianjin,2021/05,892.7,243.55,Commercialized Buildings Sold
Tianjin,2021/05,837.95,231.44,Commercialized Residential Buildings Sold
Tianjin,2021/06,1184.84,292.14,Commercialized Buildings Sold
Tianjin,2021/06,1107.97,270.02,Commercialized Residential Buildings Sold
Tianjin,2021/07,1380.14,195.3,Commercialized Buildings Sold
Tianjin,2021/07,1296.26,188.29,Commercialized Residential Buildings Sold
Tianjin,2021/08,1585.01,204.87,Commercialized Buildings Sold
Tianjin,2021/08,1490.54,194.28,Commercialized Residential Buildings Sold
Tianjin,2021/09,1751.96,166.95,Commercialized Buildings Sold
Tianjin,2021/09,1647.74,157.2,Commercialized Residential Buildings Sold
Tianjin,2021/10,1933.69,181.73,Commercialized Buildings Sold
Tianjin,2021/10,1821.85,174.11,Commercialized Residential Buildings Sold
Tianjin,2021/11,2099.91,166.22,Commercialized Buildings Sold
Tianjin,2021/11,1970.23,148.38,Commercialized Residential Buildings Sold
Tianjin,2021/12,2322.76,222.85,Commercialized Buildings Sold
Tianjin,2021/12,2183.74,213.51,Commercialized Residential Buildings Sold
Tianjin,2022/01,,,Commercialized Buildings Sold
Tianjin,2022/01,,,Commercialized Residential Buildings Sold
Tianjin,2022/02,129.42,,Commercialized Buildings Sold
Tianjin,2022/02,121.57,,Commercialized Residential Buildings Sold
Tianjin,2022/03,267.86,138.44,Commercialized Buildings Sold
Tianjin,2022/03,237.34,115.77,Commercialized Residential Buildings Sold
Tianjin,2022/04,390.24,122.38,Commercialized Buildings Sold
Tianjin,2022/04,349.12,111.78,Commercialized Residential Buildings Sold
Tianjin,2022/05,494.95,104.71,Commercialized Buildings Sold
Tianjin,2022/05,448.85,99.73,Commercialized Residential Buildings Sold
Tianjin,2022/06,706.87,211.92,Commercialized Buildings Sold
Tianjin,2022/06,655.09,206.24,Commercialized Residential Buildings Sold
Tianjin,2022/07,820.53,113.66,Commercialized Buildings Sold
Tianjin,2022/07,763.02,107.93,Commercialized Residential Buildings Sold
Tianjin,2022/08,943.99,123.46,Commercialized Buildings Sold
Tianjin,2022/08,878.73,115.71,Commercialized Residential Buildings Sold
Tibet,2020/02,0.09,,Commercialized Buildings Sold
Tibet,2020/02,0.07,,Commercialized Residential Buildings Sold
Tibet,2020/03,4.05,3.96,Commercialized Buildings Sold
Tibet,2020/03,3.48,3.41,Commercialized Residential Buildings Sold
Tibet,2020/04,13.43,9.38,Commercialized Buildings Sold
Tibet,2020/04,12.21,8.73,Commercialized Residential Buildings Sold
Tibet,2020/05,22.84,9.41,Commercialized Buildings Sold
Tibet,2020/05,20.89,8.68,Commercialized Residential Buildings Sold
Tibet,2020/06,35.48,12.64,Commercialized Buildings Sold
Tibet,2020/06,31.89,11,Commercialized Residential Buildings Sold
Tibet,2020/07,47.81,12.33,Commercialized Buildings Sold
Tibet,2020/07,42.38,10.49,Commercialized Residential Buildings Sold
Tibet,2020/08,49.67,1.86,Commercialized Buildings Sold
Tibet,2020/08,43.68,1.3,Commercialized Residential Buildings Sold
Tibet,2020/09,60.43,10.76,Commercialized Buildings Sold
Tibet,2020/09,52.94,9.26,Commercialized Residential Buildings Sold
Tibet,2020/10,66.49,6.06,Commercialized Buildings Sold
Tibet,2020/10,57.04,4.1,Commercialized Residential Buildings Sold
Tibet,2020/11,72,5.51,Commercialized Buildings Sold
Tibet,2020/11,62.32,5.28,Commercialized Residential Buildings Sold
Tibet,2020/12,83.93,11.93,Commercialized Buildings Sold
Tibet,2020/12,72.03,9.71,Commercialized Residential Buildings Sold
Tibet,2021/01,,,Commercialized Buildings Sold
Tibet,2021/01,,,Commercialized Residential Buildings Sold
Tibet,2021/02,7.24,,Commercialized Buildings Sold
Tibet,2021/02,5.81,,Commercialized Residential Buildings Sold
Tibet,2021/03,16.87,9.63,Commercialized Buildings Sold
Tibet,2021/03,14.88,9.07,Commercialized Residential Buildings Sold
Tibet,2021/04,22.86,5.99,Commercialized Buildings Sold
Tibet,2021/04,19.49,4.61,Commercialized Residential Buildings Sold
Tibet,2021/05,31.41,8.55,Commercialized Buildings Sold
Tibet,2021/05,26.64,7.15,Commercialized Residential Buildings Sold
Tibet,2021/06,44.11,12.7,Commercialized Buildings Sold
Tibet,2021/06,38.03,11.39,Commercialized Residential Buildings Sold
Tibet,2021/07,58.49,14.38,Commercialized Buildings Sold
Tibet,2021/07,49.09,11.06,Commercialized Residential Buildings Sold
Tibet,2021/08,84.95,26.46,Commercialized Buildings Sold
Tibet,2021/08,69.17,20.08,Commercialized Residential Buildings Sold
Tibet,2021/09,97.5,12.55,Commercialized Buildings Sold
Tibet,2021/09,76.27,7.1,Commercialized Residential Buildings Sold
Tibet,2021/10,112.01,14.51,Commercialized Buildings Sold
Tibet,2021/10,90.41,14.14,Commercialized Residential Buildings Sold
Tibet,2021/11,116.89,4.88,Commercialized Buildings Sold
Tibet,2021/11,94.31,3.9,Commercialized Residential Buildings Sold
Tibet,2021/12,121.73,4.84,Commercialized Buildings Sold
Tibet,2021/12,97.51,3.2,Commercialized Residential Buildings Sold
Tibet,2022/01,,,Commercialized Buildings Sold
Tibet,2022/01,,,Commercialized Residential Buildings Sold
Tibet,2022/02,1.89,,Commercialized Buildings Sold
Tibet,2022/02,1.63,,Commercialized Residential Buildings Sold
Tibet,2022/03,6.84,4.95,Commercialized Buildings Sold
Tibet,2022/03,6.19,4.56,Commercialized Residential Buildings Sold
Tibet,2022/04,11.28,4.44,Commercialized Buildings Sold
Tibet,2022/04,10,3.81,Commercialized Residential Buildings Sold
Tibet,2022/05,20.41,9.13,Commercialized Buildings Sold
Tibet,2022/05,18.52,8.52,Commercialized Residential Buildings Sold
Tibet,2022/06,36.88,16.47,Commercialized Buildings Sold
Tibet,2022/06,33.6,15.08,Commercialized Residential Buildings Sold
Tibet,2022/07,43,6.12,Commercialized Buildings Sold
Tibet,2022/07,37.51,3.91,Commercialized Residential Buildings Sold
Tibet,2022/08,43.58,0.58,Commercialized Buildings Sold
Tibet,2022/08,38.02,0.51,Commercialized Residential Buildings Sold
Xinjiang,2020/02,8.5,8.5,Commercialized Buildings Sold
Xinjiang,2020/02,7.54,7.54,Commercialized Residential Buildings Sold
Xinjiang,2020/03,95.99,87.49,Commercialized Buildings Sold
Xinjiang,2020/03,83.24,75.7,Commercialized Residential Buildings Sold
Xinjiang,2020/04,170.31,74.32,Commercialized Buildings Sold
Xinjiang,2020/04,146.31,63.07,Commercialized Residential Buildings Sold
Xinjiang,2020/05,271.1,100.79,Commercialized Buildings Sold
Xinjiang,2020/05,229.71,83.4,Commercialized Residential Buildings Sold
Xinjiang,2020/06,405,133.9,Commercialized Buildings Sold
Xinjiang,2020/06,349.45,119.74,Commercialized Residential Buildings Sold
Xinjiang,2020/07,489.54,84.54,Commercialized Buildings Sold
Xinjiang,2020/07,424.37,74.92,Commercialized Residential Buildings Sold
Xinjiang,2020/08,526.42,36.88,Commercialized Buildings Sold
Xinjiang,2020/08,456.21,31.84,Commercialized Residential Buildings Sold
Xinjiang,2020/09,632.85,106.43,Commercialized Buildings Sold
Xinjiang,2020/09,551.71,95.5,Commercialized Residential Buildings Sold
Xinjiang,2020/10,787.43,154.58,Commercialized Buildings Sold
Xinjiang,2020/10,693.08,141.37,Commercialized Residential Buildings Sold
Xinjiang,2020/11,970.26,182.83,Commercialized Buildings Sold
Xinjiang,2020/11,846.38,153.3,Commercialized Residential Buildings Sold
Xinjiang,2020/12,1145.79,175.53,Commercialized Buildings Sold
Xinjiang,2020/12,991.08,144.7,Commercialized Residential Buildings Sold
Xinjiang,2021/01,,,Commercialized Buildings Sold
Xinjiang,2021/01,,,Commercialized Residential Buildings Sold
Xinjiang,2021/02,81.95,,Commercialized Buildings Sold
Xinjiang,2021/02,74.1,,Commercialized Residential Buildings Sold
Xinjiang,2021/03,181.96,100.01,Commercialized Buildings Sold
Xinjiang,2021/03,164.78,90.68,Commercialized Residential Buildings Sold
Xinjiang,2021/04,277.53,95.57,Commercialized Buildings Sold
Xinjiang,2021/04,253.16,88.38,Commercialized Residential Buildings Sold
Xinjiang,2021/05,411.15,133.62,Commercialized Buildings Sold
Xinjiang,2021/05,370.5,117.34,Commercialized Residential Buildings Sold
Xinjiang,2021/06,592.53,181.38,Commercialized Buildings Sold
Xinjiang,2021/06,536.33,165.83,Commercialized Residential Buildings Sold
Xinjiang,2021/07,718.64,126.11,Commercialized Buildings Sold
Xinjiang,2021/07,651.79,115.46,Commercialized Residential Buildings Sold
Xinjiang,2021/08,846.52,127.88,Commercialized Buildings Sold
Xinjiang,2021/08,768.18,116.39,Commercialized Residential Buildings Sold
Xinjiang,2021/09,978.54,132.02,Commercialized Buildings Sold
Xinjiang,2021/09,884.6,116.42,Commercialized Residential Buildings Sold
Xinjiang,2021/10,1109.62,131.08,Commercialized Buildings Sold
Xinjiang,2021/10,997.99,113.39,Commercialized Residential Buildings Sold
Xinjiang,2021/11,1236.61,126.99,Commercialized Buildings Sold
Xinjiang,2021/11,1103.55,105.56,Commercialized Residential Buildings Sold
Xinjiang,2021/12,1376.91,140.3,Commercialized Buildings Sold
Xinjiang,2021/12,1220.27,116.72,Commercialized Residential Buildings Sold
Xinjiang,2022/01,,,Commercialized Buildings Sold
Xinjiang,2022/01,,,Commercialized Residential Buildings Sold
Xinjiang,2022/02,108.76,,Commercialized Buildings Sold
Xinjiang,2022/02,95.8,,Commercialized Residential Buildings Sold
Xinjiang,2022/03,227.24,118.48,Commercialized Buildings Sold
Xinjiang,2022/03,201.72,105.92,Commercialized Residential Buildings Sold
Xinjiang,2022/04,327.21,99.97,Commercialized Buildings Sold
Xinjiang,2022/04,287.39,85.67,Commercialized Residential Buildings Sold
Xinjiang,2022/05,403.4,76.19,Commercialized Buildings Sold
Xinjiang,2022/05,350.62,63.23,Commercialized Residential Buildings Sold
Xinjiang,2022/06,581.76,178.36,Commercialized Buildings Sold
Xinjiang,2022/06,509.99,159.37,Commercialized Residential Buildings Sold
Xinjiang,2022/07,693.27,111.51,Commercialized Buildings Sold
Xinjiang,2022/07,607.91,97.92,Commercialized Residential Buildings Sold
Xinjiang,2022/08,736.02,42.75,Commercialized Buildings Sold
Xinjiang,2022/08,644.45,36.54,Commercialized Residential Buildings Sold
Yunnan,2020/02,223.64,180.06,Commercialized Buildings Sold
Yunnan,2020/02,188.69,150.67,Commercialized Residential Buildings Sold
Yunnan,2020/03,501.2,277.56,Commercialized Buildings Sold
Yunnan,2020/03,437.44,248.75,Commercialized Residential Buildings Sold
Yunnan,2020/04,733.68,232.48,Commercialized Buildings Sold
Yunnan,2020/04,645.78,208.34,Commercialized Residential Buildings Sold
Yunnan,2020/05,1071.1,337.42,Commercialized Buildings Sold
Yunnan,2020/05,939.47,293.69,Commercialized Residential Buildings Sold
Yunnan,2020/06,1482.02,410.92,Commercialized Buildings Sold
Yunnan,2020/06,1301.29,361.82,Commercialized Residential Buildings Sold
Yunnan,2020/07,1819.89,337.87,Commercialized Buildings Sold
Yunnan,2020/07,1599.92,298.63,Commercialized Residential Buildings Sold
Yunnan,2020/08,2216.89,397,Commercialized Buildings Sold
Yunnan,2020/08,1955.36,355.44,Commercialized Residential Buildings Sold
Yunnan,2020/09,2602.33,385.44,Commercialized Buildings Sold
Yunnan,2020/09,2293.08,337.72,Commercialized Residential Buildings Sold
Yunnan,2020/10,2982.16,379.83,Commercialized Buildings Sold
Yunnan,2020/10,2622.67,329.59,Commercialized Residential Buildings Sold
Yunnan,2020/11,3390.29,408.13,Commercialized Buildings Sold
Yunnan,2020/11,2972.75,350.08,Commercialized Residential Buildings Sold
Yunnan,2020/12,3969.91,579.62,Commercialized Buildings Sold
Yunnan,2020/12,3452,479.25,Commercialized Residential Buildings Sold
Yunnan,2021/01,,,Commercialized Buildings Sold
Yunnan,2021/01,,,Commercialized Residential Buildings Sold
Yunnan,2021/02,391.02,,Commercialized Buildings Sold
Yunnan,2021/02,339.44,,Commercialized Residential Buildings Sold
Yunnan,2021/03,732.22,341.2,Commercialized Buildings Sold
Yunnan,2021/03,638.51,299.07,Commercialized Residential Buildings Sold
Yunnan,2021/04,1005.99,273.77,Commercialized Buildings Sold
Yunnan,2021/04,873.29,234.78,Commercialized Residential Buildings Sold
Yunnan,2021/05,1293.24,287.25,Commercialized Buildings Sold
Yunnan,2021/05,1125.54,252.25,Commercialized Residential Buildings Sold
Yunnan,2021/06,1628.67,335.43,Commercialized Buildings Sold
Yunnan,2021/06,1419.03,293.49,Commercialized Residential Buildings Sold
Yunnan,2021/07,1863.38,234.71,Commercialized Buildings Sold
Yunnan,2021/07,1621.32,202.29,Commercialized Residential Buildings Sold
Yunnan,2021/08,2075.75,212.37,Commercialized Buildings Sold
Yunnan,2021/08,1802.4,181.08,Commercialized Residential Buildings Sold
Yunnan,2021/09,2265.24,189.49,Commercialized Buildings Sold
Yunnan,2021/09,1950.49,148.09,Commercialized Residential Buildings Sold
Yunnan,2021/10,2458.77,193.53,Commercialized Buildings Sold
Yunnan,2021/10,2114.73,164.24,Commercialized Residential Buildings Sold
Yunnan,2021/11,2671.43,212.66,Commercialized Buildings Sold
Yunnan,2021/11,2283.16,168.43,Commercialized Residential Buildings Sold
Yunnan,2021/12,2962.52,291.09,Commercialized Buildings Sold
Yunnan,2021/12,2524.74,241.58,Commercialized Residential Buildings Sold
Yunnan,2022/01,,,Commercialized Buildings Sold
Yunnan,2022/01,,,Commercialized Residential Buildings Sold
Yunnan,2022/02,268.78,,Commercialized Buildings Sold
Yunnan,2022/02,239.94,,Commercialized Residential Buildings Sold
Yunnan,2022/03,488.58,219.8,Commercialized Buildings Sold
Yunnan,2022/03,427.19,187.25,Commercialized Residential Buildings Sold
Yunnan,2022/04,631.85,143.27,Commercialized Buildings Sold
Yunnan,2022/04,550.3,123.11,Commercialized Residential Buildings Sold
Yunnan,2022/05,784.62,152.77,Commercialized Buildings Sold
Yunnan,2022/05,680.25,129.95,Commercialized Residential Buildings Sold
Yunnan,2022/06,992.71,208.09,Commercialized Buildings Sold
Yunnan,2022/06,851.89,171.64,Commercialized Residential Buildings Sold
Yunnan,2022/07,1156.85,164.14,Commercialized Buildings Sold
Yunnan,2022/07,997.74,145.85,Commercialized Residential Buildings Sold
Yunnan,2022/08,1325.17,168.32,Commercialized Buildings Sold
Yunnan,2022/08,1146.66,148.92,Commercialized Residential Buildings Sold
Zhejiang,2020/02,881.56,,Commercialized Buildings Sold
Zhejiang,2020/02,785.43,,Commercialized Residential Buildings Sold
Zhejiang,2020/03,2149.28,1267.72,Commercialized Buildings Sold
Zhejiang,2020/03,1889.14,1103.71,Commercialized Residential Buildings Sold
Zhejiang,2020/04,3418.38,1269.1,Commercialized Buildings Sold
Zhejiang,2020/04,3045.13,1155.99,Commercialized Residential Buildings Sold
Zhejiang,2020/05,5062.49,1644.11,Commercialized Buildings Sold
Zhejiang,2020/05,4542.85,1497.72,Commercialized Residential Buildings Sold
Zhejiang,2020/06,7396.62,2334.13,Commercialized Buildings Sold
Zhejiang,2020/06,6717.63,2174.78,Commercialized Residential Buildings Sold
Zhejiang,2020/07,8966.8,1570.18,Commercialized Buildings Sold
Zhejiang,2020/07,8172.17,1454.54,Commercialized Residential Buildings Sold
Zhejiang,2020/08,10572.71,1605.91,Commercialized Buildings Sold
Zhejiang,2020/08,9666.1,1493.93,Commercialized Residential Buildings Sold
Zhejiang,2020/09,12151.97,1579.26,Commercialized Buildings Sold
Zhejiang,2020/09,11118.58,1452.48,Commercialized Residential Buildings Sold
Zhejiang,2020/10,13663.08,1511.11,Commercialized Buildings Sold
Zhejiang,2020/10,12516.9,1398.32,Commercialized Residential Buildings Sold
Zhejiang,2020/11,15190.72,1527.64,Commercialized Buildings Sold
Zhejiang,2020/11,13894.09,1377.19,Commercialized Residential Buildings Sold
Zhejiang,2020/12,17145.01,1954.29,Commercialized Buildings Sold
Zhejiang,2020/12,15584.82,1690.73,Commercialized Residential Buildings Sold
Zhejiang,2021/01,,,Commercialized Buildings Sold
Zhejiang,2021/01,,,Commercialized Residential Buildings Sold
Zhejiang,2021/02,2459.77,,Commercialized Buildings Sold
Zhejiang,2021/02,2282.63,,Commercialized Residential Buildings Sold
Zhejiang,2021/03,4800.9,2341.13,Commercialized Buildings Sold
Zhejiang,2021/03,4429.03,2146.4,Commercialized Residential Buildings Sold
Zhejiang,2021/04,6695.65,1894.75,Commercialized Buildings Sold
Zhejiang,2021/04,6158.55,1729.52,Commercialized Residential Buildings Sold
Zhejiang,2021/05,8745.31,2049.66,Commercialized Buildings Sold
Zhejiang,2021/05,8021.43,1862.88,Commercialized Residential Buildings Sold
Zhejiang,2021/06,11267.79,2522.48,Commercialized Buildings Sold
Zhejiang,2021/06,10264.77,2243.34,Commercialized Residential Buildings Sold
Zhejiang,2021/07,12410.1,1142.31,Commercialized Buildings Sold
Zhejiang,2021/07,11268.6,1003.83,Commercialized Residential Buildings Sold
Zhejiang,2021/08,13767,1356.9,Commercialized Buildings Sold
Zhejiang,2021/08,12491.72,1223.12,Commercialized Residential Buildings Sold
Zhejiang,2021/09,15386.36,1619.36,Commercialized Buildings Sold
Zhejiang,2021/09,13936.81,1445.09,Commercialized Residential Buildings Sold
Zhejiang,2021/10,16497.27,1110.91,Commercialized Buildings Sold
Zhejiang,2021/10,14920.62,983.81,Commercialized Residential Buildings Sold
Zhejiang,2021/11,17808.61,1311.34,Commercialized Buildings Sold
Zhejiang,2021/11,16099.28,1178.66,Commercialized Residential Buildings Sold
Zhejiang,2021/12,19052.24,1243.63,Commercialized Buildings Sold
Zhejiang,2021/12,17172.79,1073.51,Commercialized Residential Buildings Sold
Zhejiang,2022/01,,,Commercialized Buildings Sold
Zhejiang,2022/01,,,Commercialized Residential Buildings Sold
Zhejiang,2022/02,1535.48,,Commercialized Buildings Sold
Zhejiang,2022/02,1322.44,,Commercialized Residential Buildings Sold
Zhejiang,2022/03,2903.34,1367.86,Commercialized Buildings Sold
Zhejiang,2022/03,2494.38,1171.94,Commercialized Residential Buildings Sold
Zhejiang,2022/04,3639.81,736.47,Commercialized Buildings Sold
Zhejiang,2022/04,3131.09,636.71,Commercialized Residential Buildings Sold
Zhejiang,2022/05,4523.87,884.06,Commercialized Buildings Sold
Zhejiang,2022/05,3909.94,778.85,Commercialized Residential Buildings Sold
Zhejiang,2022/06,6183.41,1659.54,Commercialized Buildings Sold
Zhejiang,2022/06,5347.12,1437.18,Commercialized Residential Buildings Sold
Zhejiang,2022/07,7104.65,921.24,Commercialized Buildings Sold
Zhejiang,2022/07,6147.52,800.4,Commercialized Residential Buildings Sold
Zhejiang,2022/08,8287.63,1182.98,Commercialized Buildings Sold
Zhejiang,2022/08,7201.37,1053.85,Commercialized Residential Buildings Sold
